ntdid,Legacy NTD ID,name,Reporter Acronym,Doing Business As,Reporter Status,reporter,mode,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,city,state,zipcode,zipext,P.O. Box,region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
50017,5017,Greater Dayton Regional Transit Authority,GDRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,4 South Main Street,,Dayton,OH,45402,2055, ,5,http://www.greaterdaytonrta.org/,1238,59113589,274,"559,062",59,"Dayton, OH",,"724,091","2,060",351,Y,178,,178,,
50019,5019,City of Middletown - Middletown Transit System,MTS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,One Donham Plaza,,Middletown,OH,45042,,,5,http://www.cityofmiddletown.org/,1231,30949903,20,"49,490",308,"Middletown, OH",,"97,503","1,738",56,Y,5,,5,,
50020,5020,Springfield City Area Transit,SCAT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,100 Jefferson Street,,Springfield,OH,45501,1265,2239,5,http://www.scatrideline.com/,1242,79426334,25,"59,680",337,"Springfield, OH",,"85,256","1,741",49,Y,,16,16,,
50021,5021,Portage Area Regional Transportation Authority,PARTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,2000 Summit Road,,Kent,OH,44240,,,5,http://www.partaonline.org/,2113,831949086,492,"161,494",71,"Akron, OH",,"569,499","1,750",325,Y,59,,59,,
50022,5022,Toledo Area Regional Transit Authority,TARTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,1127 West Central Avenue,,Toledo,OH,43697,792,792,5,http://www.tarta.com/,1243,54170600,140,"366,314",80,"Toledo, OH-MI",,"507,643","2,111",240,Y,162,15,177,,
50024,5024,Western Reserve Transit Authority,WRTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,604 Mahoning Avenue,,Youngstown,OH,44502,,,5,http://www.wrtaonline.com/,1234,74550203,216,"238,823",97,"Youngstown, OH-PA",,"387,550","1,608",241,Y,52,,52,,
50025,5025,Duluth Transit Authority,DTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,2402 West Michigan Street,,Duluth,MN,55806,1822,,5,http://www.duluthtransit.com/,1221,809394302,72,"116,566",260,"Duluth, MN-WI",,"120,378","1,708",70,Y,48,7,55,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",MATBUS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,500 Center Avenue,,Moorhead,MN,56561,,779,5,http://www.matbus.com/,1159,85357507,26,"45,205",194,"Fargo, ND-MN",,"176,676","2,514",70,Y,,11,11,,
50027,5027,Metro Transit ,,Metro Transit,Active,Full Reporter,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately", ,,,12/31/2015,4/30/2016,"560 Sixth Avenue, North",,Minneapolis,MN,55411,4398,,5,http://www.metrotransit.org/,1305,175974724,653,"1,837,223",16,"Minneapolis-St. Paul, MN-WI",,"2,650,890","2,594","1,022",Y,865,20,885,,
50028,5028,St. Cloud Metropolitan Transit Commission,Metro Bus,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,"665 Franklin Avenue, N.E.",,St. Cloud,MN,56304,,,5,http://www.stcloudmtc.com/,1223,135214724,29,"103,018",281,"St. Cloud, MN",,"110,621","2,202",50,Y,51,,51,,
50029,5029,Bay Metropolitan Transit Authority,Bay Metro,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,1510 North Johnson Street,,Bay City,MI,48708,,,5,http://www.baymetro.com/,1208,20842597,442,"106,179",390,"Bay City, MI",,"70,585","1,750",40,Y,62,,62,,
50030,5030,Battle Creek Transit,BCT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,339 West Michigan,,Battle Creek,MI,49017,,,5,http://www.battlecreekmi.gov/,1214,20893244,73,"80,259",363,"Battle Creek, MI",,"78,393","1,479",53,Y,21,,21,,
50031,5031,Suburban Mobility Authority for Regional Transportation,SMART,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,535 Griswold,Suite 600,Detroit,MI,48226,,,5,http://www.smartbus.org/,1209,101552941,"1,074","3,424,477",11,"Detroit, MI",,"3,734,090","2,793","1,337",Y,279,38,317,,
50032,5032,Mass Transportation Authority ,MTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,1401 South Dort Highway,,Flint,MI,48503,,,5,http://www.mtaflint.org/,1216,20839320,640,"418,408",106,"Flint, MI",,"356,218","1,510",236,Y,183,2,185,,
50033,5033,Interurban Transit Partnership,The Rapid,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,"300 Ellsworth Avenue, S.W.",,Grand Rapids,MI,49503,4005,,5,http://www.ridetherapid.org/,1210,136563322,185,"482,740",70,"Grand Rapids, MI",,"569,935","2,031",281,Y,165,81,246,,
50034,5034,City of Jackson Transportation Authority,JTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,2350 East High Street,,Jackson,MI,49203,3490,,5,http://www.jacksontransit.com/,1217,602971053,724,"160,248",324,"Jackson, MI",,"90,057","1,562",58,Y,21,3,24,,
50035,5035,Kalamazoo Metro Transit System,Metro Transit,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,530 North Rose Street,,Kalamazoo,MI,49007,,,5,http://www.kmetro.org/,1211,38616249,69,"209,555",173,"Kalamazoo, MI",,"209,703","1,593",132,Y,26,41,67,,
50036,5036,Capital Area Transportation Authority,CATA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,4615 Tranter Avenue,,Lansing,MI,48910,,,5,http://www.cata.org/,1218,57676322,136,"287,598",118,"Lansing, MI",,"313,532","1,982",158,Y,112,60,172,,
50037,5037,Muskegon Area Transit System,MATS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,9/30/2015,1/31/2016,2624 Sixth Street,,Muskegon Heights,MI,49444,,,5,http://www.matsbus.com/,1212,105780063,499,"172,188",207,"Muskegon, MI",,"161,280","1,436",112,Y,22,,22,,
50038,5038,Niles Dial-A-Ride,DART,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,9/30/2015,1/31/2016,623 North Second Street,,Niles,MI,49120,,,5,http://www.nilesdialaride.org/,1128,86780111,120,"237,932",136,"South Bend, IN-MI",,"278,165","1,727",161,Y,6,,6,,
50039,5039,Saginaw Transit Authority Regional Service,STARS,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,615 Johnson Street,,Saginaw,MI,48607,1575,,5,http://www.saginaw-stars.com/,5007,9481628,63,"200,169",253,"Saginaw, MI",,"126,265","1,773",71,Y,32,,32,,
50040,5040,Ann Arbor Area Transportation Authority,AAATA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,9/30/2015,1/31/2016,2700 South Industrial Highway,,Ann Arbor,MI,48104,,,5,http://www.theride.org/,1220,50613900,84,"212,492",125,"Ann Arbor, MI",,"306,022","1,918",160,Y,80,74,154,,
50041,5041,City of Anderson Transportation System,CATS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,120 East Eighth Street,530 Dale Jones Road,Anderson,IN,46016,,2100,5,http://www.cityofanderson.com/,1198,79572244,45,"55,957",330,"Anderson, IN",,"88,133","1,334",66,Y,15,,15,,
50042,5042,East Chicago Transit,ECT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,5400 Cline Avenue,,East Chicago,IN,46312,,,5,http://www.eastchicago.com/page10/page90/index.html,1193,108714270,11,"29,698",3,"Chicago, IL-IN",,"8,608,208","3,524","2,443",Y,4,,4,,
50043,5043,Metropolitan Evansville Transit System,METS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,601 John Street,,Evansville,IN,47713,2752,,5,http://www.evansville.in.gov/METS/,2565,54276688,45,"122,961",159,"Evansville, IN-KY",,"229,351","1,930",119,Y,38,,38,,
50044,5044,Fort Wayne Public Transportation Corporation,Citilink,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,801 Leesburg Road,,Fort Wayne,IN,46808,2571,,5,http://www.fwcitilink.com/,1191,6937106,111,"268,485",119,"Fort Wayne, IN",,"313,492","1,821",172,Y,42,,42,,
50045,5045,Gary Public Transportation Corporation,GPTC,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,100 West 4th Avenue,,Gary,IN,46402,,M-64903,5,http://www.gptcbus.com/,1200,39339973,38,"102,746",3,"Chicago, IL-IN",,"8,608,208","3,524","2,443",Y,20,,20,,
50047,5047,Bloomington-Normal Public Transit System,Connect Transit,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,351 Wylie Drive,,Normal,IL,61761,,,5,http://www.connect-transit.com/,1181,79158168,46,"129,107",243,"Bloomington-Normal, IL",,"132,600","2,696",49,Y,37,,37,,
50050,5050,Indianapolis and Marion County Public Transportation,IndyGo,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,1501 West Washington Street,,Indianapolis,IN,46222,,,5,http://www.indygo.net/,1202,72083116,396,"928,281",33,"Indianapolis, IN",,"1,487,483","2,108",706,Y,133,61,194,,
50051,5051,Greater Lafayette Public Transportation Corporation,CityBus,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,1250 Canal Road,,Lafayette,IN,47902,588,588,5,http://www.gocitybus.com/,1194,67880757,74,"134,333",223,"Lafayette, IN",,"147,725","2,304",64,Y,55,,55,,
50052,5052,South Bend Public Transportation Corporation,Transpo,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,1401 S. Lafayette Blvd.,,South Bend,IN,46613,,1437,5,http://www.sbtranspo.com/,1197,42838474,68,"154,346",136,"South Bend, IN-MI",,"278,165","1,727",161,Y,48,,48,,
50053,5053,Terre Haute Transit Utility,THTU,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,901 South 14th Street,,Terre Haute,IN,47807,4923,,5,http://www.terrehaute.in.gov/,2568,153437983,18,"59,614",316,"Terre Haute, IN",,"92,742","1,735",53,Y,10,,10,,
50054,5054,Muncie Indiana Transit System,MITS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,1300 East Seymour Street,,Muncie,IN,47302,,,5,http://www.mitsbus.org/,2053,48430987,27,"70,085",322,"Muncie, IN",,"90,580","1,941",47,Y,36,,36,,
50056,5056,Greater Peoria Mass Transit District,CityLink,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,2105 Northeast Jefferson Street,,Peoria,IL,61603,3587,,5,http://www.ridecitylink.org/,1179,45516218,105,"209,896",139,"Peoria, IL",,"266,921","1,860",144,Y,48,37,85,,
50057,5057,Rock Island County Metropolitan Mass Transit District,MetroLink,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1515 River Drive,,Moline ,IL,61265,,,5,http://www.qcmetrolink.com/,1180,86042413,46,"120,378",134,"Davenport, IA-IL",,"280,051","2,026",138,Y,53,7,60,,
50058,5058,Rockford Mass Transit District,RMTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,520 Mulberry Street,,Rockford,IL,61101,1016,,5,http://www.rmtd.org/,1186,82039322,155,"227,502",127,"Rockford, IL",,"296,863","1,940",153,Y,47,,47,,
50059,5059,Springfield Mass Transit District,SMTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,928 South Ninth Street,,Springfield,IL,62703,2497,,5,http://www.smtd.org/,1187,62326152,65,"123,682",206,"Springfield, IL",,"161,316","1,747",92,Y,60,,60,,
50060,5060,Champaign-Urbana Mass Transit District,C-U MTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,6/30/2015,10/31/2015,1101 East University Avenue,,Urbana,IL,61802,2009,,5,http://www.cumtd.com/,1188,65236325,30,"141,471",224,"Champaign, IL",,"145,361","3,100",47,Y,103,16,119,,
50061,5061,Decatur Public Transit System,DPTS,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,555 East Wood Street,,Decatur,IL,62523,1325,,5,http://www.decaturil.gov/transit.htm/,1274,75613000,53,"81,337",313,"Decatur, IL",,"93,863","1,586",59,Y,28,7,35,,
50066,5066,Chicago Transit Authority,CTA,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,567 West Lake Street,,Chicago,IL,60661,1498,,5,http://www.transitchicago.com/,1182,5532205,314,"3,345,983",3,"Chicago, IL-IN",,"8,608,208","3,524","2,443",Y,"2,728",,"2,728",,
50088,5088,Shoreline Metro,,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,608 South Commerce Street,,Sheboygan,WI,53081,4356,,5,http://www.shorelinemetro.com/,2059,76144153,23,"59,490",388,"Sheboygan, WI",,"71,313","2,133",33,Y,28,,28,,
50090,5090,Richland County Transit,RCT,,Active,Reduced Reporter,Reduced Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,35 North Park Street,,Mansfield,OH,44902,,,5,http://www.rctbuses.com/,1240,194174645,39,"66,787",372,"Mansfield, OH",,"75,250","1,496",50,Y,,14,14,,
50091,5091,Wausau Area Transit System,WATS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,420 Plumer Street,,Wausau,WI,54403,6276,,5,http://metroride.ci.wausau.wi.us/,2061,933366296,19,"39,302",375,"Wausau, WI",,"74,632","1,592",47,Y,21,,21,,
50092,5092,City of Rochester Public Transportation,RPT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,"201 4th Street, S.E.",Room 108,Rochester,MN,55904,,,5,http://www.RPTRide.com/,1222,77629467,51,"104,230",288,"Rochester, MN",,"107,677","2,129",51,Y,,42,42,,
50093,5093,Lima Allen County Regional Transit Authority,LACRTA,,Active,Reduced Reporter,Reduced Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,200 East High Street,,Lima,OH,45801,4424,,5,http://www.acrta.com/,1230,22368849,407,"106,094",381,"Lima, OH",,"72,852","1,392",52,Y,22,7,29,,
50095,5095,Lorain County Transit,LCT,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,226 Middle Avenue,,Elyria,OH,44035,,,5,http://www.loraincounty.us/transit/,1229,618080436,49,"127,025",191,"Lorain-Elyria, OH",,"180,956","1,806",100,Y,,6,6,,
50096,5096,City of Waukesha Transit Commission,Waukesha Metro Transit,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,2311 Badger Drive,,Waukesha,WI,53188,5932,,5,http://www.waukeshametro.org/,5019,73850166,43,"141,642",35,"Milwaukee, WI",,"1,376,476","2,523",546,Y,25,16,41,,
50098,5098,Michigan City Transit,MC Transit,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,1801 Kentucky Street,,Michigan City,IN,46360,,,5,http://emichigancity.com/,6273,51213551,20,"31,479",418,"Michigan City-La Porte, IN-MI",,"66,025","1,695",39,N,8,,8,,
50099,5099,Eau Claire Transit,ECT,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,910 Forest Street,,Eau Claire,WI,54703,,,5,http://www.ci.eau-claire.wi.us/,1319,20495156,28,"74,601",297,"Eau Claire, WI",,"102,852","1,491",69,Y,16,34,50,,
50103,5103,North Township of Lake County Dial-A-Ride,,,Active,Full Reporter,Full Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,5947 Hohman Avenue,,Hammond,IN,46320,,,5,http://www.northtownshiptrustee.com/,,45240165,51,"162,855",3,"Chicago, IL-IN",,"8,608,208","3,524","2,443",Y,6,26,32,,
50104,5104,Northern Indiana Commuter Transportation District,NICTD,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,33 East U.S. Highway 12,,Chesterton,IN,46304,,,5,http://www.nictd.com/,1201,49351778,"1,970","958,644",3,"Chicago, IL-IN",,"8,608,208","3,524","2,443",Y,70,,70,,
50107,5107,Henderson Area Rapid Transit,HART,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,6/30/2015,10/31/2015,P. O. Box 716,,Henderson,KY,42419,716,716,5,http://www.cityofhendersonky.org/,2052,71339527,16,"28,900",159,"Evansville, IN-KY",,"229,351","1,930",119,Y,7,,7,,
50108,5108,Janesville Transit System,JTS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,101 Black Bridge Rd.,,Janesville,WI,53545,784,,5,http://www.ci.janesville.wi.us/,1322,73841025,28,"63,600",396,"Janesville, WI",,"69,658","2,263",31,Y,15,2,17,,
50109,5109,City of Beloit Transit System,BTS,,Active,Reduced Reporter,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation", ,,,12/31/2015,4/30/2016,1225 Willowbrook Road,,Beloit,WI,53511,,,5,http://www.beloittransit.com/,1318,73859266,16,"35,871",432,"Beloit, WI-IL",,"63,835","1,858",34,Y,6,2,8,,
50110,5110,Bloomington Public Transportation Corporation,BT,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,130 West Grimes Lane,,Bloomington,IN,47403,,,5,http://www.bloomingtontransit.com/,1909,156057846,21,"80,405",286,"Bloomington, IN",,"108,657","2,426",45,Y,38,,38,,
50113,5113,Pace - Suburban Bus Division,PACE,,Active,Full Reporter,Full Reporter,Independent Public Agency or Authority of Transit Service, ,,,12/31/2015,4/30/2016,550 West Algonquin Road,,Arlington Heights,IL,60005,,,5,http://www.pacebus.com/,5118,131205833,"3,519","5,630,238",3,"Chicago, IL-IN",,"8,608,208","3,524","2,443",Y,"1,237",401,"1,638",,
